courseCode,courseName,section,location,instructor,day,time
CS3001,Computer Networks,BCS-5H,E-6 Academic Block I (50),Dr. Nadeem Kafi,monday,08:55-09:45
SE2002,Software Design and Architecture,BCS-5H,E-6 Academic Block I (50),Engr. Abdul Rahman,monday,10:45-11:35
SE2002,Software Design and Architecture,BCS-5H,E-6 Academic Block I (50),Engr. Abdul Rahman,monday,11:40-12:30
CS2009,Design and Analysis of Algorithms,BCS-5H,E-6 Academic Block I (50),Sandesh Kumar,monday,12:35-1:25
CS2009,Design and Analysis of Algorithms,BCS-5F,E-6 Academic Block I (50),Sandesh Kumar,monday,1:30-2:20
N/A,DBS,BCS-5F,E-6 Academic Block I (50),Hajra Ahmed,monday,2:25-3:15
SE2002,Software Design and Architecture,BCS-5F,E-6 Academic Block I (50),Syed Ahmed Khan,monday,3:20-4:05
CS3001,Computer Networks,BCS-5J	,R-11 Academic Block I (50),Kashan Hussain,monday,08:55-09:45
CS2009,Design and Analysis of Algorithms,BCS-5J,R-11 Academic Block I (50),Dr. Fahad Sherwani,monday,09:50:-10:40
SE2002,Software Design and Architecture,BCS-5J	,R-11 Academic Block I (50),Syed Ahmed Khan,monday,10:45-11:35
EE2003,Computer Organization and Assembly Language,BCS-3E,R-11 Academic Block I (50),Dr. Rabia Tabassum ,monday,2:25-3:15
CS2001,Data Structures,BCS-3A,R-12 Academic Block I (70), Dr. Jawwad Shamsi,monday,08:55-09:45
N/A,DBS,BCS-5J	,R-12 Academic Block I (70),Dr. Zulfiqar Ali Memon,monday,12:35-1:25
N/A,DBS,BCS-5J	,R-12 Academic Block I (70),Dr. Zulfiqar Ali Memon,monday,1:30-2:20
SS2012,Technical and Business Writing,BCY-5A,R-12 Academic Block I (70),Atifa Batool,monday,2:25-3:15
CS3002,Information Security,BCY-5A,R-12 Academic Block I (70),Nouman Rajput,monday,3:20-4:05
CS2009,Design and Analysis of Algorithms,BCS-5G,R-109 Academic Block I (50),Zulfiqar Ali,monday,08:00-8:50
CS2001,Data Structures,BSE-3B,R-109 Academic Block I (50), Dr. Anam Qureshi,monday,08:55-09:45
N/A,DBS,BCS-5G,R-109 Academic Block I (50),Dr. Farrukh Salim,monday,09:50:-10:40
SE2002,Software Design and Architecture,BCS-5G,R-109 Academic Block I (50),Sobia Iftikhar,monday,10:45-11:35
CS2009,Design and Analysis of Algorithms,BSE-5A,R-109 Academic Block I (50),Fizza Mansoor,monday,11:40-12:30
CS2009,Design and Analysis of Algorithms,BSE-5A,R-109 Academic Block I (50),Fizza Mansoor,monday,12:35-1:25
SE4005,Software Quality Engineering,BSE-5A,R-109 Academic Block I (50),Rubab Manzar,monday,2:25-3:15
SS2012,Technical and Business Writing,BSE-5A,R-109 Academic Block I (50),Atifa Batool,monday,3:20-4:05
CS2001,Data Structures,BCS-3K,A-1 Academic Block II (50),Mubashra Fayyaz,monday,08:00-8:50
CS3005,Theory of Automata,BCS-3K,A-1 Academic Block II (50),Shahar Bano ,monday,08:55-09:45
CS2001,Data Structures,BCS-3K,A-1 Academic Block II (50),Mubashra Fayyaz,monday,09:50:-10:40
CS2001,Data Structures,BCS-3J	,A-1 Academic Block II (50),Mubashra Fayyaz ,monday,11:40-12:30
EE2003,Computer Organization and Assembly Language,BCS-3H,A-2Academic Block II (50),Shoaib Rauf ,monday,08:00-8:50
CS2001,Data Structures,BCS-3H,A-2Academic Block II (50),Fizza Aqeel,monday,08:55-09:45
CS2001,Data Structures,BSE-3A,A-2Academic Block II (50), Dr. Anam Qureshi,monday,11:40-12:30
SS2012,Technical and Business Writing,BCY-5B,A-3 Academic Block II (50),Atifa Batool,monday,08:55-09:45
CS2009,Design and Analysis of Algorithms,BCY-5B,A-3 Academic Block II (50),Zulfiqar Ali,monday,09:50:-10:40
CS2009,Design and Analysis of Algorithms,BCY-5B,A-3 Academic Block II (50),Zulfiqar Ali,monday,10:45-11:35
N/A,Discrete,BCS-3B,A-3 Academic Block II (50),Shoaib Raza,monday,11:40-12:30
CY4003,Digital Forensics,BCY-5B,A-3 Academic Block II (50),Dr. Shahbaz Siddiqui,monday,12:35-1:25
CS3002,Information Security,BCY-5B,A-3 Academic Block II (50),Nouman Rajput,monday,1:30-2:20
N/A,DBS,BCY-5B,A-3 Academic Block II (50),Ali Naseer Shah,monday,2:25-3:15
CS2001,Data Structures,BCS-3B,A-3 Academic Block II (50), Fizza Aqeel,monday,3:20-4:05
N/A,Reserved Slot,,A-4 Academic Block II (50),No Teacher,monday,08:00-8:50
AI3002,Machine Learning,BSE-5A,A-5 Academic Block II (50),Minhal Raza,monday,08:00-8:50
CS4055,System Concept and Design,BSE-5A,A-5 Academic Block II (50),Ali Fatmi,monday,08:55-09:45
CS4055,System Concept and Design,BSE-5A,A-5 Academic Block II (50),Ali Fatmi,monday,09:50:-10:40
N/A,Discrete,BCS-3G,A-5 Academic Block II (50),Shoaib Raza,monday,10:45-11:35
CS3005,Theory of Automata,BCS-3G,A-5 Academic Block II (50),Bakhtawar Abbasi,monday,11:40-12:30
EE2003,Computer Organization and Assembly Language,BCS-3B,A-5 Academic Block II (50), Atiya Jokhio ,monday,1:30-2:20
CS3005,Theory of Automata,BCS-3B,A-5 Academic Block II (50), Ubaidullah,monday,2:25-3:15
N/A,IT,in,A-5 Academic Block II (50),  BSFT-1E,monday,3:20-4:05
N/A,DBS,BAI-5A,A-6 Academic Block II (50),Ahmed Qaiser (VF),monday,08:00-8:50
N/A,KRR,BAI-5A,A-6 Academic Block II (50),Muhammad Rafi,monday,08:55-09:45
N/A,DBS,BAI-5A,A-6 Academic Block II (50),Ahmed Qaiser (VF),monday,10:45-11:35
CY4003,Digital Forensics,BCY-5A,A-6 Academic Block II (50),Dr. Shahbaz Siddiqui,monday,11:40-12:30
CS3002,Information Security,BCY-5A,A-6 Academic Block II (50),Nouman Rajput,monday,12:35-1:25
AI3002,Machine Learning,BAI-5A,A-6 Academic Block II (50),Sania Urooj,monday,1:30-2:20
SS2012,Technical and Business Writing,BAI-5A,A-6 Academic Block II (50),Nazia Imam,monday,2:25-3:15
N/A,Discrete,BCS-3H,A-6 Academic Block II (50),Dr. Ghufran Ahmed,monday,3:20-4:05
EE2003,Computer Organization and Assembly Language,BCS-3A,A-7 Academic Block II (50), Aashir Mehboob ,monday,08:00-8:50
N/A,BCB,BSBA-5A,A-7 Academic Block II (50),Dr. Shahbaz Siddiqui ,monday,08:55-09:45
N/A,Discrete,BCS-3J,A-7 Academic Block II (50),Shoaib Raza,monday,1:30-2:20
N/A,Discrete,BCS-3D,A-7 Academic Block II (50),Shoaib Raza,monday,2:25-3:15
MT1004,Linear Algebra,BCS-3D,A-7 Academic Block II (50),Urooj,monday,3:20-4:05
EE2003,Computer Organization and Assembly Language,BCS-3C,A-8 Academic Block II (53),Dr. Rabia Tabassum ,monday,08:00-8:50
EE2003,Computer Organization and Assembly Language,BCS-3E,A-8 Academic Block II (53), Dr. Rabia Tabassum,monday,08:55-09:45
N/A,HRM,BSBA-5A,A-8 Academic Block II (53),  Museara Bhutto,monday,10:45-11:35
N/A,DS&BA,BSBA-5A,A-8 Academic Block II (53),Ali Fatmi ,monday,11:40-12:30
AF1001,Fundamentals of Accounting,BSFT,A-8 Academic Block II (53),Rajib Ali,monday,12:35-1:25
CS3005,Theory of Automata,BCS-3D,A-8 Academic Block II (53),Muhammad Kashif,monday,1:30-2:20
CS3005,Theory of Automata,BCS-3H,A-8 Academic Block II (53),Bakhtawar Abbasi,monday,2:25-3:15
N/A,Discrete,BCS-3E,A-8 Academic Block II (53),Bakhtawar Abbasi,monday,3:20-4:05
N/A,BE,BSFT-5A,B-9 Academic Block II (53),Dr. Anwar Mughees,monday,08:00-8:50
AF1001,Fundamentals of Accounting,BSFT-1B,B-9 Academic Block II (53),Dr. Mohsin Ali,monday,08:55-09:45
SS1007,Islamic Studies/Ethics,BSF,B-9 Academic Block II (53),Muhammad Hasham,monday,09:50:-10:40
N/A,MM,BSFT-1B,B-9 Academic Block II (53),Asiya Zaheer,monday,11:40-12:30
N/A,MM,BSFT-1A,B-9 Academic Block II (53),Asiya Zaheer,monday,12:35-1:25
N/A,MM,BSFT-1E,B-9 Academic Block II (53),Museara Bhutto,monday,1:30-2:20
N/A,Eng-1,BSF,B-9 Academic Block II (53),Brohi,monday,3:20-4:05
N/A,BM1,BSFT-1D,B-10 Academic Block II (53),Ashad Ali,monday,08:00-8:50
N/A,MM,BSFT-1D,B-10 Academic Block II (53),Asiya Zaheer,monday,08:55-09:45
N/A,BM1,BSFT-1C,B-10 Academic Block II (53),Dr. Khusro Mian,monday,09:50:-10:40
N/A,MM,BSFT-1C,B-10 Academic Block II (53),Aleena Fayyaz,monday,10:45-11:35
N/A,UoS,BSBA,B-10 Academic Block II (53),Dr. Shahzad Shaikh,monday,11:40-12:30
MG1001,Fundamentals of Management,BSBA-1A,B-10 Academic Block II (53),Dr. Nazia Nazeer,monday,12:35-1:25
N/A,BM1,BSFT-1A,B-10 Academic Block II (53),Dr. Khusro Mian,monday,1:30-2:20
SS1007,Islamic Studies/Ethics,BSF,B-10 Academic Block II (53),Muhammad Hasham,monday,2:25-3:15
SS1007,Islamic Studies/Ethics,BSFT,B-10 Academic Block II (53),Muhammad Hasham,monday,3:20-4:05
N/A,UoS,BSF,B-11 Academic Block II (53),Farhan Ali Memon,monday,08:00-8:50
N/A,Eng-1,BSF,B-11 Academic Block II (53),Sharmeen Ismail,monday,08:55-09:45
SS1007,Islamic Studies/Ethics,BSF,B-11 Academic Block II (53),Farhan Ali Memon,monday,09:50:-10:40
AF1001,Fundamentals of Accounting,BSF,B-11 Academic Block II (53), Muhammad Ahsan,monday,10:45-11:35
N/A,BM1,BSFT-1B,B-11 Academic Block II (53),Dr. Khusro Mian,monday,12:35-1:25
N/A,Eng-1,BSF,B-11 Academic Block II (53),Brohi,monday,2:25-3:15
N/A,EM,BSEE,C-12 Academic Block II (50),,monday,08:00-8:50
N/A,EM,BSEE,C-12 Academic Block II (50),,monday,08:55-09:45
SS2012,Technical and Business Writing,BSEE,C-12 Academic Block II (50),,monday,09:50:-10:40
N/A,AT,BSEE,C-12 Academic Block II (50),,monday,10:45-11:35
SS1007,Islamic Studies/Ethics,BSEE,C-12 Academic Block II (50),,monday,11:40-12:30
SS1007,Islamic Studies/Ethics,BSEE,C-12 Academic Block II (50),,monday,12:35-1:25
N/A,ENA,BSEE,C-13 Academic Block II (50),,monday,08:00-8:50
N/A,ENA,BSEE,C-13 Academic Block II (50),,monday,08:55-09:45
N/A,ENG,BSEE,C-13 Academic Block II (50),,monday,09:50:-10:40
N/A,ENA,BSEE,C-13 Academic Block II (50),,monday,10:45-11:35
N/A,ENA,BSEE,C-13 Academic Block II (50),,monday,11:40-12:30
SS1007,Islamic Studies/Ethics,BSCE,C-13 Academic Block II (50),,monday,12:35-1:25
SS1007,Islamic Studies/Ethics,BSCE,C-13 Academic Block II (50),,monday,1:30-2:20
N/A,ENG,BSCE,C-13 Academic Block II (50),,monday,2:25-3:15
N/A,ENG,BSCE,C-13 Academic Block II (50),,monday,3:20-4:05
SS1007,Islamic Studies/Ethics,BSCE,C-14 Academic Block II (50),,monday,08:00-8:50
SS1007,Islamic Studies/Ethics,BSCE,C-14 Academic Block II (50),,monday,08:55-09:45
N/A,AC,BSEE,C-14 Academic Block II (50),,monday,09:50:-10:40
N/A,AC,BSEE,C-14 Academic Block II (50),,monday,10:45-11:35
N/A,ADC,BSEE,C-14 Academic Block II (50),,monday,11:40-12:30
N/A,MVC,BSEE,C-14 Academic Block II (50),,monday,12:35-1:25
N/A,MVC,BSEE,C-14 Academic Block II (50),,monday,1:30-2:20
N/A,ENG,BSEE,C-15 Academic Block II (50),,monday,08:00-8:50
N/A,ENG,BSEE,C-15 Academic Block II (50),,monday,08:55-09:45
HU127,Ideology and Constitution of Pakistan,BSCE,C-15 Academic Block II (50),,monday,09:50:-10:40
HU127,Ideology and Constitution of Pakistan,BSCE,C-15 Academic Block II (50),,monday,10:45-11:35
N/A,AC,BSCE,C-15 Academic Block II (50),,monday,12:35-1:25
CS3005,Theory of Automata,BCS-3E,C-16 Academic Block II (50),Abeeha Sattar ,monday,08:00-8:50
N/A,Discrete,BCS-3C,C-16 Academic Block II (50),Dr. Nouman Durrani,monday,08:55-09:45
N/A,CB,BSBA-5A,C-16 Academic Block II (50), Umer Farooq,monday,09:50:-10:40
SS1007,Islamic Studies/Ethics,/,C-16 Academic Block II (50),Muhammad Hasham,monday,12:35-1:25
CS2001,Data Structures,BAI-3A,C-16 Academic Block II (50),Sania Urooj,monday,2:25-3:15
EE2003,Computer Organization and Assembly Language,BCS-3F,C-17 Academic Block II (59),Ubaidullah ,monday,08:00-8:50
N/A,Discrete,BSE-3A,C-17 Academic Block II (59),Hira Tunio,monday,08:55-09:45
EE2003,Computer Organization and Assembly Language,BSE-3A,C-17 Academic Block II (59), Shoaib Rauf,monday,09:50:-10:40
CS3005,Theory of Automata,BCS-3A,C-17 Academic Block II (59), Ubaidullah ,monday,10:45-11:35
N/A,Discrete,BCS-3A,C-17 Academic Block II (59),Dr. Nouman Durrani,monday,11:40-12:30
N/A,Discrete,BCS-3F,C-17 Academic Block II (59),Dr. Nouman Durrani,monday,12:35-1:25
EE2003,Computer Organization and Assembly Language,BCS-3G,C-18 Academic Block II (50),Dr. Shakil,monday,08:00-8:50
CS2001,Data Structures,BCS-3G,C-18 Academic Block II (50),Sania Urooj,monday,08:55-09:45
CS2001,Data Structures,BCS-3D,C-18 Academic Block II (50),Farrukh Hasan Syed,monday,11:40-12:30
CS3005,Theory of Automata,BCS-3C,C-18 Academic Block II (50),Kashan Hussain ,monday,2:25-3:15
MT1004,Linear Algebra,BCS-3C,C-18 Academic Block II (50),Dr. Fahad Riaz,monday,3:20-4:05
MT1004,Linear Algebra,BCS-3F,C-19 Academic Block II (50),Urooj,monday,2:25-3:15
AI3001,Principles of Artificial Intelligence,BAI-3A,C-21 Academic Block II (50),Talha Shahid,monday,12:35-1:25
N/A,Discrete,BAI-3A,C-21 Academic Block II (50),Mahrukh Khan,monday,1:30-2:20
MT1004,Linear Algebra,BCS3J,C-21 Academic Block II (50),Uzma Saleh,monday,3:20-4:05
MT1004,Linear Algebra,BCY-3A,D-22 Academic Block II (50),Dr. Fahad Riaz,monday,11:40-12:30
MT1004,Linear Algebra,BCY-3A,D-22 Academic Block II (50),Dr. Fahad Riaz,monday,12:35-1:25
EE2003,Computer Organization and Assembly Language,BDS-3B,D-22 Academic Block II (50),Dr. Muhammad Adeel,monday,1:30-2:20
EE2003,Computer Organization and Assembly Language,BDS-3B,D-22 Academic Block II (50),Dr. Muhammad Adeel,monday,2:25-3:15
N/A,Cyber,Security,D-23 Academic Block II (50),Abeer Gauher,monday,08:00-8:50
EE2003,Computer Organization and Assembly Language,BCY-3A,D-23 Academic Block II (50),Waseem Rauf,monday,08:55-09:45
CS2001,Data Structures,BCY-3A,D-23 Academic Block II (50),Nouman Rajput,monday,09:50:-10:40
MT1004,Linear Algebra,BDS-3A,D-23 Academic Block II (50),Nadeem Khan,monday,10:45-11:35
N/A,Intro,to,D-23 Academic Block II (50),Mahrukh Khan,monday,11:40-12:30
N/A,Discrete,BSE-3B,D-23 Academic Block II (50),Aemon,monday,1:30-2:20
N/A,Discrete,BSE-3B,D-23 Academic Block II (50),Aemon,monday,2:25-3:15
EE2003,Computer Organization and Assembly Language,BSE-3B,D-23 Academic Block II (50),Dr. Shakil,monday,3:20-4:05
CS2001,Data Structures,BDS-3A,D-24 Academic Block II (50),Dr. Farooq Zaidi,monday,08:00-8:50
N/A,Discrete,BDS-3A,D-24 Academic Block II (50),Dr. Fahad Samad,monday,08:55-09:45
N/A,Discrete,BDS-3B,D-24 Academic Block II (50),Dr. Fahad Samad,monday,09:50:-10:40
CS3005,Theory of Automata,BCS-3J,D-24 Academic Block II (50),Muhammad Kashif,monday,12:35-1:25
MT1004,Linear Algebra,BCS-3G,D-24 Academic Block II (50),Uzma Saleh,monday,1:30-2:20
N/A,Discrete,BCY-3A,D-24 Academic Block II (50),Dr. Fahad Samad,monday,2:25-3:15
N/A,Discrete,BCS-3K,D-24 Academic Block II (50),Aemon,monday,3:20-4:05
MT1004,Linear Algebra,BDS-3B,D-25 Academic Block II (50),Moheez-UR-Rahim,monday,08:00-8:50
CS2001,Data Structures,BDS-3B,D-25 Academic Block II (50), Dr. Farooq Zaidi,monday,08:55-09:45
CS3005,Theory of Automata,BCS-3F,D-25 Academic Block II (50),Abeeha Sattar,monday,09:50:-10:40
CS3005,Theory of Automata,BCS-3F,D-25 Academic Block II (50), Abeeha Sattar,monday,10:45-11:35
MT1004,Linear Algebra,BAI-3A,D-25 Academic Block II (50),Uzma Saleh,monday,11:40-12:30
EE2003,Computer Organization and Assembly Language,BCS-3K,D-25 Academic Block II (50),Aashir Mehboob ,monday,12:35-1:25
EE2003,Computer Organization and Assembly Language,BCS-3K,D-25 Academic Block II (50),Aashir Mehboob ,monday,1:30-2:20
N/A,Intro,to,D-25 Academic Block II (50),Mahrukh Khan,monday,3:20-4:05
CS1002,Programming Fundamentals,BCS-1D,D-26 Academic Block II (50),Hajra Ahmed,monday,08:00-8:50
SS1012,Functional English,BCS-1D,D-26 Academic Block II (50),Javeriya Ahmed,monday,08:55-09:45
MT1003,Calculus and Analytical Geometry,BDS-1A,D-26 Academic Block II (50),Jamil Usmani,monday,09:50:-10:40
NS1001,Applied Physics,BCS-1B,D-26 Academic Block II (50),Ishtiaq Ahmed,monday,11:40-12:30
CS1002,Programming Fundamentals,BCS-1B,D-26 Academic Block II (50),Sobia Iftikhar,monday,12:35-1:25
HU127,Ideology and Constitution of Pakistan,BCS-1B,D-26 Academic Block II (50),Muhammad Adeel,monday,2:25-3:15
CS1002,Programming Fundamentals,BCS-1E,D-27 Academic Block II (50),Javeria Farooq,monday,08:55-09:45
HU127,Ideology and Constitution of Pakistan,BCS-1D,D-27 Academic Block II (50),Muhammad Adeel,monday,10:45-11:35
SS1012,Functional English,BCS-1C,D-27 Academic Block II (50),Faiza Mumtaz,monday,11:40-12:30
NS1001,Applied Physics,BCS-1C,D-27 Academic Block II (50),Muhammad Rahim,monday,12:35-1:25
MT1003,Calculus and Analytical Geometry,BCS-1C,D-27 Academic Block II (50),Aneesa Nawaz,monday,2:25-3:15
HU127,Ideology and Constitution of Pakistan,BCS-1C,D-27 Academic Block II (50),Khushboo,monday,3:20-4:05
MT1003,Calculus and Analytical Geometry,BCS-1H,D-28 Academic Block II (50),Asma Masood,monday,08:00-8:50
CS1002,Programming Fundamentals,BCS-1H,D-28 Academic Block II (50),Syed Ahmed Khan,monday,08:55-09:45
SS1012,Functional English,BCS-1E,D-28 Academic Block II (50),Javeriya Ahmed,monday,10:45-11:35
HU127,Ideology and Constitution of Pakistan,BCS-1E,D-28 Academic Block II (50),Khushboo,monday,11:40-12:30
NS1001,Applied Physics,BCS-1D,D-28 Academic Block II (50),Ishtiaq Ahmed,monday,12:35-1:25
SS1007,Islamic Studies/Ethics,BCS-1D,D-28 Academic Block II (50),Farhan Ali Memon,monday,1:30-2:20
SS1012,Functional English,BCS-1J,D-28 Academic Block II (50),Qurat ul Ain,monday,2:25-3:15
HU127,Ideology and Constitution of Pakistan,BCS-1J,D-28 Academic Block II (50),Jahan Ara (VF),monday,3:20-4:05
CS1002,Programming Fundamentals,BCS-1J,E-29Academic Block II (52),Syed Faisal Ali,monday,08:00-8:50
SS1007,Islamic Studies/Ethics,BCS-1J,E-29Academic Block II (52),Dr. Hassan Saeed,monday,08:55-09:45
HU127,Ideology and Constitution of Pakistan,BCS-1K,E-29Academic Block II (52),Jahan Ara (VF),monday,10:45-11:35
NS1001,Applied Physics,BCS-1A,E-29Academic Block II (52),Muhammad Rahim,monday,11:40-12:30
MT1003,Calculus and Analytical Geometry,BCS-1A,E-29Academic Block II (52),Aneesa Nawaz,monday,12:35-1:25
SS1007,Islamic Studies/Ethics,BCS-1H,E-29Academic Block II (52),Farhan Ali Memon,monday,2:25-3:15
NS1001,Applied Physics,BCS-1H,E-29Academic Block II (52),Ishtiaq Ahmed,monday,3:20-4:05
SS1007,Islamic Studies/Ethics,BCS-1K,E-30 Academic Block II (52),Abdullah Siddqui,monday,08:55-09:45
MT1003,Calculus and Analytical Geometry,BCS-1K,E-30 Academic Block II (52),Asma Masood,monday,09:50:-10:40
MT1003,Calculus and Analytical Geometry,BAI-1A,E-30 Academic Block II (52),Alishba Tariq,monday,10:45-11:35
CS1002,Programming Fundamentals,BCS-1F,E-30 Academic Block II (52),Saif ur Rehman,monday,11:40-12:30
MT1003,Calculus and Analytical Geometry,BCS-1F,E-30 Academic Block II (52),Asma Masood,monday,12:35-1:25
NS1001,Applied Physics,BCS-1F,E-30 Academic Block II (52),Ishtiaq Ahmed,monday,2:25-3:15
HU127,Ideology and Constitution of Pakistan,BAI-1A,E-31 Academic Block II (52),Ibrahim Farooqi (VF),monday,08:00-8:50
CS1002,Programming Fundamentals,BAI-1A,E-31 Academic Block II (52),Talha Shahid,monday,08:55-09:45
MT1003,Calculus and Analytical Geometry,BCS-1G,E-31 Academic Block II (52),Syed Ashad Ali,monday,11:40-12:30
CS1002,Programming Fundamentals,BCS-1G,E-31 Academic Block II (52),Saif ur Rehman,monday,1:30-2:20
SS1007,Islamic Studies/Ethics,BCS-1G,E-31 Academic Block II (52),Abdullah Siddqui,monday,3:20-4:05
NS1001,Applied Physics,BAI-1B,E-32 Academic Block II (52),Sana,monday,08:00-8:50
CS1002,Programming Fundamentals,BAI-1B,E-32 Academic Block II (52),Syed Faisal Ali,monday,08:55-09:45
HU127,Ideology and Constitution of Pakistan,BAI-1B,E-32 Academic Block II (52),Ibrahim Farooqi (VF),monday,09:50:-10:40
NS1001,Applied Physics,BAI-1A,E-32 Academic Block II (52),Sana,monday,11:40-12:30
SS1012,Functional English,BCS-1K,E-32 Academic Block II (52),Javeria Ali Wadho,monday,12:35-1:25
SS1012,Functional English,BCS-1K,E-32 Academic Block II (52),Javeria Ali Wadho,monday,1:30-2:20
NS1001,Applied Physics,BSE-1B,E-32 Academic Block II (52),Miqdad Khan,monday,2:25-3:15
SS1007,Islamic Studies/Ethics,BSE-1B,E-32 Academic Block II (52), Imad Uddin,monday,3:20-4:05
CS1002,Programming Fundamentals,BSE-1B,E-33 Academic Block II (52),Fizza Mansoor,monday,08:00-8:50
HU127,Ideology and Constitution of Pakistan,BSE-1B,E-33 Academic Block II (52),Wajiha Najam (VF),monday,08:55-09:45
MT1003,Calculus and Analytical Geometry,BAI-1B,E-33 Academic Block II (52),Alishba Tariq,monday,11:40-12:30
NS1001,Applied Physics,BAI-1C,E-33 Academic Block II (52),Sana,monday,12:35-1:25
MT1003,Calculus and Analytical Geometry,BAI-1C,E-33 Academic Block II (52),Alishba Tariq,monday,1:30-2:20
SS1007,Islamic Studies/Ethics,BAI-1C,E-33 Academic Block II (52),Abdullah Siddqui,monday,2:25-3:15
MT1003,Calculus and Analytical Geometry,BCY-1B,E-34 Academic Block II (52),Aneesa Nawaz,monday,08:00-8:50
SS1012,Functional English,BCY-1B,E-34 Academic Block II (52),Mariam Aftab ,monday,08:55-09:45
HU127,Ideology and Constitution of Pakistan,BSE-1A,E-34 Academic Block II (52),Wajiha Najam (VF),monday,10:45-11:35
HU127,Ideology and Constitution of Pakistan,BCY-1A,E-34 Academic Block II (52),Wajiha Najam (VF),monday,11:40-12:30
NS1001,Applied Physics,BCY-1A,E-34 Academic Block II (52),Javed Qureshi ,monday,1:30-2:20
CS1002,Programming Fundamentals,BCY-1A,E-34 Academic Block II (52),Abuzar Zafar,monday,2:25-3:15
NS1001,Applied Physics,BDS-1A,E-35 Academic Block II (52),Miqdad Khan ,monday,08:00-8:50
HU127,Ideology and Constitution of Pakistan,BAI-1C,E-35 Academic Block II (52),Ibrahim Farooqi (VF),monday,08:55-09:45
CS1002,Programming Fundamentals,BAI-1C,E-35 Academic Block II (52),Talha Shahid,monday,09:50:-10:40
SS1012,Functional English,BAI-1C,E-35 Academic Block II (52),Nazia Imam,monday,10:45-11:35
SS1007,Islamic Studies/Ethics,BDS-1A,E-35 Academic Block II (52), Imad Uddin,monday,11:40-12:30
HU127,Ideology and Constitution of Pakistan,BCY-1B,E-35 Academic Block II (52),Jahan Ara (VF),monday,2:25-3:15
NS1001,Applied Physics,BCY-1B,E-35 Academic Block II (52),Javed Qureshi,monday,3:20-4:05
SS1012,Functional English,Lab,LLC Academic Block I (R7) (50),Tahira Abdul Hakeem,monday,08:00-8:50
SS1012,Functional English,Lab,LLC Academic Block I (R7) (50),Khadija Shireen,monday,10:45-11:35
SS1012,Functional English,Lab,LLC Academic Block I (R7) (50),Madiha Rehman,monday,1:30-2:20
